TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,UNITS_SOLD,HOUR_OF_DAY,DAY_OF_WEEK,TIME_BUCKET,PRODUCT_DETAIL,PRODUCT_TYPE,STORE_LOCATION,PRODUCT_CATEGORY
77.00,22,14,22,11,Sun,morning,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
29.25,9,9,9,11,Sun,morning,Hazelnut Biscotti,Biscotti,Hell's Kitchen,Bakery
33.90,14,12,14,11,Sun,morning,Ouro Brasileiro shot,Barista Espresso,Hell's Kitchen,Coffee
21.00,7,7,7,11,Sun,morning,Oatmeal Scone,Scone,Hell's Kitchen,Bakery
48.75,13,12,13,11,Sun,morning,Chocolate Croissant,Pastry,Astoria,Bakery
25.00,10,6,10,11,Sun,morning,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
45.50,13,10,13,11,Sun,morning,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
25.00,10,7,10,11,Sun,morning,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
14.70,6,4,6,11,Sun,morning,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
52.80,24,17,24,11,Sun,morning,Brazilian Sm,Organic brewed coffee,Hell's Kitchen,Coffee
30.00,10,6,10,11,Sun,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
32.00,8,6,8,11,Sun,morning,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
10.00,4,4,4,11,Sun,morning,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
21.00,7,6,7,11,Sun,morning,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
33.00,11,9,11,11,Sun,morning,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
17.50,5,5,5,11,Sun,morning,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
35.00,14,11,14,11,Sun,morning,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
30.00,8,8,8,11,Sun,morning,Jumbo Savory Scone,Scone,Hell's Kitchen,Bakery
30.00,12,7,12,12,Sun,afternoon,Earl Grey Rg,Brewed Black tea,Astoria,Tea
49.60,16,11,16,12,Sun,afternoon,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
45.00,15,9,15,12,Sun,afternoon,Brazilian Rg,Organic brewed coffee,Astoria,Coffee
36.00,18,12,18,10,Sun,morning,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
109.25,23,15,23,10,Sun,morning,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
71.30,23,15,23,10,Sun,morning,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
56.00,16,10,16,12,Sun,afternoon,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
30.00,10,7,10,12,Sun,afternoon,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
55.25,13,9,13,12,Sun,afternoon,Cappuccino Lg,Barista Espresso,Astoria,Coffee
50.00,20,12,20,12,Sun,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
42.00,14,9,14,12,Sun,afternoon,Espresso shot,Barista Espresso,Lower Manhattan,Coffee
22.95,9,6,9,12,Sun,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
60.00,15,9,15,12,Sun,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Tea
35.00,14,10,14,12,Sun,afternoon,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
13.60,17,8,17,12,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Lower Manhattan,Flavours
22.00,10,7,10,12,Sun,afternoon,Ethiopia Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
30.00,8,5,8,12,Sun,afternoon,Cappuccino,Barista Espresso,Astoria,Coffee
28.00,8,7,8,12,Sun,afternoon,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
38.25,9,6,9,12,Sun,afternoon,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
6.40,8,6,8,12,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
66.00,22,15,22,12,Sun,afternoon,Lemon Grass Lg,Brewed herbal tea,Astoria,Tea
10.50,3,3,3,12,Sun,afternoon,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
45.00,15,9,15,13,Sun,afternoon,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
49.00,14,12,14,13,Sun,afternoon,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
33.75,9,6,9,13,Sun,afternoon,Cappuccino,Barista Espresso,Astoria,Coffee
34.00,8,6,8,13,Sun,afternoon,Cappuccino Lg,Barista Espresso,Astoria,Coffee
51.00,17,12,17,13,Sun,afternoon,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
31.85,13,9,13,13,Sun,afternoon,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Coffee
60.00,24,16,24,13,Sun,afternoon,Peppermint Rg,Brewed herbal tea,Astoria,Tea
17.85,7,5,7,13,Sun,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Tea
40.00,16,11,16,13,Sun,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
32.50,10,9,10,13,Sun,afternoon,Cranberry Scone,Scone,Astoria,Bakery
40.00,16,12,16,13,Sun,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Tea
30.00,10,4,10,13,Sun,afternoon,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Tea
78.00,26,15,26,13,Sun,afternoon,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
42.00,14,9,14,13,Sun,afternoon,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
50.00,20,13,20,13,Sun,afternoon,Earl Grey Rg,Brewed Black tea,Astoria,Tea
21.00,7,5,7,13,Sun,afternoon,Espresso shot,Barista Espresso,Lower Manhattan,Coffee
3.20,4,4,4,13,Sun,afternoon,Carmel syrup,Regular syrup,Lower Manhattan,Flavours
24.00,8,5,8,13,Sun,afternoon,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
22.75,7,6,7,14,Sun,afternoon,Hazelnut Biscotti,Biscotti,Astoria,Bakery
10.95,1,1,1,14,Sun,afternoon,Spicy Eye Opener Chai,Chai tea,Astoria,Loose Tea
24.50,7,5,7,14,Sun,afternoon,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
20.00,8,8,8,14,Sun,afternoon,Serenity Green Tea Rg,Brewed Green tea,Lower Manhattan,Tea
63.75,25,16,25,14,Sun,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
67.50,15,11,15,14,Sun,afternoon,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
55.80,18,11,18,14,Sun,afternoon,Spicy Eye Opener Chai Lg,Brewed Chai tea,Astoria,Tea
10.50,3,3,3,14,Sun,afternoon,Chocolate Chip Biscotti,Biscotti,Hell's Kitchen,Bakery
37.50,10,8,10,14,Sun,afternoon,Cappuccino,Barista Espresso,Hell's Kitchen,Coffee
3.20,4,3,4,14,Sun,afternoon,Carmel syrup,Regular syrup,Hell's Kitchen,Flavours
30.00,12,7,12,14,Sun,afternoon,Lemon Grass Rg,Brewed herbal tea,Hell's Kitchen,Tea
30.00,12,7,12,14,Sun,afternoon,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
37.50,15,10,15,14,Sun,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
26.00,13,7,13,14,Sun,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
31.00,10,7,10,14,Sun,afternoon,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
35.00,14,10,14,14,Sun,afternoon,Columbian Medium Roast Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
45.50,13,8,13,14,Sun,afternoon,Ethiopia Lg,Gourmet brewed coffee,Astoria,Coffee
21.00,7,4,7,14,Sun,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
45.00,12,11,12,14,Sun,afternoon,Chocolate Croissant,Pastry,Astoria,Bakery
4.00,5,3,5,14,Sun,afternoon,Sugar Free Vanilla syrup,Sugar free syrup,Hell's Kitchen,Flavours
27.50,11,7,11,14,Sun,afternoon,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
18.75,5,5,5,14,Sun,afternoon,Almond Croissant,Pastry,Hell's Kitchen,Bakery
36.00,12,9,12,15,Sun,afternoon,Serenity Green Tea Lg,Brewed Green tea,Astoria,Tea
33.00,11,7,11,15,Sun,afternoon,Our Old Time Diner Blend Lg,Drip coffee,Lower Manhattan,Coffee
45.00,15,11,15,15,Sun,afternoon,Espresso shot,Barista Espresso,Astoria,Coffee
36.00,12,9,12,15,Sun,afternoon,English Breakfast Lg,Brewed Black tea,Astoria,Tea
30.00,8,7,8,15,Sun,afternoon,Chocolate Croissant,Pastry,Astoria,Bakery
52.00,13,9,13,15,Sun,afternoon,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Tea
65.00,26,14,26,15,Sun,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
35.00,14,8,14,15,Sun,afternoon,Earl Grey Rg,Brewed Black tea,Astoria,Tea
17.15,7,5,7,15,Sun,afternoon,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Coffee
35.70,14,9,14,15,Sun,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Astoria,Tea
48.00,16,9,16,15,Sun,afternoon,Earl Grey Lg,Brewed Black tea,Lower Manhattan,Tea
17.50,7,5,7,15,Sun,afternoon,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
43.35,17,11,17,15,Sun,afternoon,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
28.00,8,8,8,15,Sun,afternoon,Chocolate Chip Biscotti,Biscotti,Lower Manhattan,Bakery
14.00,7,5,7,15,Sun,afternoon,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Coffee
14.40,18,10,18,16,Sun,evening,Sugar Free Vanilla syrup,Sugar free syrup,Lower Manhattan,Flavours
35.00,14,8,14,16,Sun,evening,Morning Sunrise Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
42.50,10,6,10,16,Sun,evening,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
5.60,7,4,7,16,Sun,evening,Carmel syrup,Regular syrup,Hell's Kitchen,Flavours
27.00,6,6,6,16,Sun,evening,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
13.33,1,1,1,16,Sun,evening,Chili Mayan,Drinking Chocolate,Hell's Kitchen,Packaged Chocolate
24.00,12,8,12,16,Sun,evening,Our Old Time Diner Blend Sm,Drip coffee,Hell's Kitchen,Coffee
48.00,16,12,16,16,Sun,evening,Ethiopia Rg,Gourmet brewed coffee,Hell's Kitchen,Coffee
37.20,12,8,12,16,Sun,evening,Spicy Eye Opener Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
50.00,20,13,20,16,Sun,evening,Earl Grey Rg,Brewed Black tea,Astoria,Tea
28.00,8,8,8,16,Sun,evening,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
52.50,14,11,14,16,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
52.50,15,9,15,16,Sun,evening,Brazilian Lg,Organic brewed coffee,Hell's Kitchen,Coffee
20.00,8,6,8,16,Sun,evening,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
76.00,16,9,16,16,Sun,evening,Sustainably Grown Organic Lg,Hot chocolate,Lower Manhattan,Drinking Chocolate
40.00,10,6,10,16,Sun,evening,Morning Sunrise Chai Lg,Brewed Chai tea,Hell's Kitchen,Tea
82.50,22,14,22,16,Sun,evening,Latte,Barista Espresso,Lower Manhattan,Coffee
18.00,6,5,6,16,Sun,evening,Peppermint Lg,Brewed herbal tea,Lower Manhattan,Tea
26.00,8,8,8,16,Sun,evening,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
40.50,9,8,9,16,Sun,evening,Scottish Cream Scone ,Scone,Astoria,Bakery
20.00,8,5,8,16,Sun,evening,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
24.50,10,6,10,16,Sun,evening,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
39.00,13,9,13,16,Sun,evening,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
40.00,20,12,20,16,Sun,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
18.75,5,5,5,16,Sun,evening,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
22.50,9,7,9,16,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
36.00,12,8,12,16,Sun,evening,Peppermint Lg,Brewed herbal tea,Hell's Kitchen,Tea
26.85,3,3,3,17,Sun,evening,English Breakfast,Black tea,Hell's Kitchen,Loose Tea
27.50,11,7,11,17,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
8.95,1,1,1,17,Sun,evening,Lemon Grass,Herbal tea,Astoria,Loose Tea
21.00,7,5,7,17,Sun,evening,Earl Grey Lg,Brewed Black tea,Lower Manhattan,Tea
45.00,15,10,15,17,Sun,evening,Ethiopia Rg,Gourmet brewed coffee,Astoria,Coffee
42.50,17,12,17,17,Sun,evening,Peppermint Rg,Brewed herbal tea,Astoria,Tea
39.00,13,11,13,17,Sun,evening,Brazilian Rg,Organic brewed coffee,Astoria,Coffee
18.00,1,1,1,17,Sun,evening,Brazilian - Organic,Organic Beans,Astoria,Coffee beans
30.00,12,9,12,17,Sun,evening,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
15.00,5,4,5,17,Sun,evening,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
50.00,20,12,20,17,Sun,evening,Our Old Time Diner Blend Rg,Drip coffee,Astoria,Coffee
45.00,12,10,12,17,Sun,evening,Jumbo Savory Scone,Scone,Astoria,Bakery
42.00,14,10,14,17,Sun,evening,English Breakfast Lg,Brewed Black tea,Astoria,Tea
42.50,10,7,10,18,Sun,evening,Cappuccino Lg,Barista Espresso,Astoria,Coffee
24.50,10,6,10,18,Sun,evening,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
16.00,8,5,8,18,Sun,evening,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
14.00,4,3,4,18,Sun,evening,Ethiopia Lg,Gourmet brewed coffee,Lower Manhattan,Coffee
25.00,10,6,10,18,Sun,evening,English Breakfast Rg,Brewed Black tea,Hell's Kitchen,Tea
47.50,19,12,19,18,Sun,evening,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
30.00,10,6,10,18,Sun,evening,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
32.50,13,9,13,18,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
52.50,14,10,14,18,Sun,evening,Latte,Barista Espresso,Hell's Kitchen,Coffee
3.20,4,3,4,18,Sun,evening,Chocolate syrup,Regular syrup,Hell's Kitchen,Flavours
52.50,21,15,21,18,Sun,evening,Peppermint Rg,Brewed herbal tea,Astoria,Tea
21.00,7,4,7,18,Sun,evening,Columbian Medium Roast Lg,Gourmet brewed coffee,Hell's Kitchen,Coffee
15.00,1,1,1,18,Sun,evening,Columbian Medium Roast,Gourmet Beans,Hell's Kitchen,Coffee beans
65.00,26,16,26,18,Sun,evening,Earl Grey Rg,Brewed Black tea,Astoria,Tea
6.00,2,2,2,18,Sun,evening,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Tea
36.00,12,7,12,18,Sun,evening,Espresso shot,Barista Espresso,Hell's Kitchen,Coffee
4.80,6,3,6,18,Sun,evening,Hazelnut syrup,Regular syrup,Hell's Kitchen,Flavours
18.75,5,4,5,18,Sun,evening,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
25.00,10,6,10,18,Sun,evening,English Breakfast Rg,Brewed Black tea,Lower Manhattan,Tea
17.15,7,5,7,19,Sun,evening,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
7.50,2,1,2,19,Sun,evening,Sustainably Grown Organic Rg,Hot chocolate,Lower Manhattan,Drinking Chocolate
72.00,16,11,16,19,Sun,evening,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
3.00,1,1,1,19,Sun,evening,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Tea
39.00,13,9,13,19,Sun,evening,English Breakfast Lg,Brewed Black tea,Astoria,Tea
40.00,16,9,16,19,Sun,evening,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
8.50,2,1,2,19,Sun,evening,Cappuccino Lg,Barista Espresso,Lower Manhattan,Coffee
1.60,2,1,2,19,Sun,evening,Sugar Free Vanilla syrup,Sugar free syrup,Lower Manhattan,Flavours
3.50,1,1,1,19,Sun,evening,Ginger Biscotti,Biscotti,Lower Manhattan,Bakery
35.00,10,8,10,19,Sun,evening,Dark chocolate Rg,Hot chocolate,Astoria,Drinking Chocolate
28.00,8,7,8,19,Sun,evening,Ginger Biscotti,Biscotti,Astoria,Bakery
45.00,12,12,12,15,Sun,afternoon,Almond Croissant,Pastry,Lower Manhattan,Bakery
24.00,12,8,12,19,Sun,evening,Our Old Time Diner Blend Sm,Drip coffee,Astoria,Coffee
60.00,24,14,24,19,Sun,evening,English Breakfast Rg,Brewed Black tea,Astoria,Tea
3.75,1,1,1,19,Sun,evening,Cappuccino,Barista Espresso,Lower Manhattan,Coffee
3.20,4,1,4,19,Sun,evening,Hazelnut syrup,Regular syrup,Lower Manhattan,Flavours
24.00,8,5,8,19,Sun,evening,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
10.00,1,1,1,19,Sun,evening,Guatemalan Sustainably Grown,Green beans,Astoria,Coffee beans
42.00,14,8,14,19,Sun,evening,Peppermint Lg,Brewed herbal tea,Astoria,Tea
14.00,1,1,1,19,Sun,evening,I Need My Bean! Latte cup,Housewares,Astoria,Branded
34.00,17,12,17,19,Sun,evening,Columbian Medium Roast Sm,Gourmet brewed coffee,Astoria,Coffee
25.00,10,6,10,19,Sun,evening,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
8.95,1,1,1,19,Sun,evening,Peppermint,Herbal tea,Astoria,Loose Tea
3.00,1,1,1,20,Sun,night,English Breakfast Lg,Brewed Black tea,Lower Manhattan,Tea
12.50,5,3,5,20,Sun,night,Lemon Grass Rg,Brewed herbal tea,Lower Manhattan,Tea
3.10,1,1,1,20,Sun,night,Jamaican Coffee River Rg,Premium brewed coffee,Lower Manhattan,Coffee
3.10,1,1,1,20,Sun,night,Spicy Eye Opener Chai Lg,Brewed Chai tea,Lower Manhattan,Tea
3.00,1,1,1,20,Sun,night,Ethiopia Rg,Gourmet brewed coffee,Lower Manhattan,Coffee
6.00,2,1,2,20,Sun,night,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Tea
5.00,2,1,2,20,Sun,night,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Tea
3.75,1,1,1,20,Sun,night,Jumbo Savory Scone,Scone,Lower Manhattan,Bakery
4.90,2,2,2,20,Sun,night,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
27.00,6,3,6,06,Mon,morning,Dark chocolate Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
21.00,7,5,7,06,Mon,morning,Serenity Green Tea Lg,Brewed Green tea,Hell's Kitchen,Tea
9.80,4,4,4,06,Mon,morning,Jamaican Coffee River Sm,Premium brewed coffee,Hell's Kitchen,Coffee
14.00,4,4,4,06,Mon,morning,Chocolate Chip Biscotti,Biscotti,Hell's Kitchen,Bakery
25.00,10,5,10,06,Mon,morning,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
42.75,9,5,9,06,Mon,morning,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
40.30,13,8,13,06,Mon,morning,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
22.50,5,5,5,06,Mon,morning,Scottish Cream Scone ,Scone,Hell's Kitchen,Bakery
12.00,6,4,6,06,Mon,morning,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
15.00,6,6,6,06,Mon,morning,Peppermint Rg,Brewed herbal tea,Hell's Kitchen,Tea
33.00,11,8,11,06,Mon,morning,Brazilian Rg,Organic brewed coffee,Hell's Kitchen,Coffee
17.50,5,5,5,06,Mon,morning,Ginger Biscotti,Biscotti,Hell's Kitchen,Bakery
22.95,9,6,9,06,Mon,morning,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
24.00,8,4,8,06,Mon,morning,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
93.75,25,18,25,07,Mon,morning,Jamaican Coffee River Lg,Premium brewed coffee,Astoria,Coffee
45.00,18,13,18,07,Mon,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Astoria,Tea
63.00,18,11,18,07,Mon,morning,Dark chocolate Rg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
48.75,13,13,13,07,Mon,morning,Chocolate Croissant,Pastry,Hell's Kitchen,Bakery
57.50,23,15,23,07,Mon,morning,Traditional Blend Chai Rg,Brewed Chai tea,Astoria,Tea
37.50,15,10,15,07,Mon,morning,Serenity Green Tea Rg,Brewed Green tea,Hell's Kitchen,Tea
103.50,23,15,23,07,Mon,morning,Dark chocolate Lg,Hot chocolate,Astoria,Drinking Chocolate
114.00,24,17,24,07,Mon,morning,Sustainably Grown Organic Lg,Hot chocolate,Astoria,Drinking Chocolate
105.00,28,18,28,07,Mon,morning,Latte,Barista Espresso,Astoria,Coffee
10.00,4,3,4,07,Mon,morning,Our Old Time Diner Blend Rg,Drip coffee,Hell's Kitchen,Coffee
87.00,29,19,29,07,Mon,morning,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
56.25,15,15,15,07,Mon,morning,Chocolate Croissant,Pastry,Astoria,Bakery
15.00,5,5,5,07,Mon,morning,Brazilian Rg,Organic brewed coffee,Astoria,Coffee
41.80,19,15,19,07,Mon,morning,Ethiopia Sm,Gourmet brewed coffee,Astoria,Coffee
24.00,8,7,8,07,Mon,morning,Our Old Time Diner Blend Lg,Drip coffee,Hell's Kitchen,Coffee
47.50,19,13,19,07,Mon,morning,Morning Sunrise Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
24.00,12,10,12,07,Mon,morning,Columbian Medium Roast Sm,Gourmet brewed coffee,Hell's Kitchen,Coffee
37.50,15,10,15,07,Mon,morning,Columbian Medium Roast Rg,Gourmet brewed coffee,Astoria,Coffee
102.00,24,15,24,07,Mon,morning,Latte Rg,Barista Espresso,Lower Manhattan,Coffee
87.00,29,18,29,07,Mon,morning,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
48.00,16,11,16,07,Mon,morning,Earl Grey Lg,Brewed Black tea,Hell's Kitchen,Tea
72.00,18,12,18,07,Mon,morning,Morning Sunrise Chai Lg,Brewed Chai tea,Astoria,Tea
85.00,34,21,34,07,Mon,morning,Traditional Blend Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
84.00,28,19,28,07,Mon,morning,Lemon Grass Lg,Brewed herbal tea,Lower Manhattan,Tea
39.00,12,12,12,07,Mon,morning,Ginger Scone,Scone,Astoria,Bakery
50.60,23,11,23,07,Mon,morning,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
17.90,2,2,2,07,Mon,morning,English Breakfast,Black tea,Lower Manhattan,Loose Tea
43.40,14,10,14,07,Mon,morning,Spicy Eye Opener Chai Lg,Brewed Chai tea,Astoria,Tea
37.20,12,8,12,07,Mon,morning,Jamaican Coffee River Rg,Premium brewed coffee,Hell's Kitchen,Coffee
21.00,6,6,6,07,Mon,morning,Croissant,Pastry,Hell's Kitchen,Bakery
62.00,20,13,20,07,Mon,morning,Jamaican Coffee River Rg,Premium brewed coffee,Astoria,Coffee
75.00,20,13,20,07,Mon,morning,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Drinking Chocolate
38.25,9,5,9,07,Mon,morning,Latte Rg,Barista Espresso,Hell's Kitchen,Coffee
4.80,6,5,6,07,Mon,morning,Hazelnut syrup,Regular syrup,Hell's Kitchen,Flavours
54.00,27,17,27,07,Mon,morning,Our Old Time Diner Blend Sm,Drip coffee,Lower Manhattan,Coffee
80.60,26,13,26,07,Mon,morning,Jamaican Coffee River Rg,Premium brewed coffee,Lower Manhattan,Coffee
33.75,9,6,9,07,Mon,morning,Jamaican Coffee River Lg,Premium brewed coffee,Hell's Kitchen,Coffee
39.00,13,8,13,07,Mon,morning,Ethiopia Rg,Gourmet brewed coffee,Astoria,Coffee
27.50,11,8,11,07,Mon,morning,Traditional Blend Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
83.30,34,21,34,07,Mon,morning,Jamaican Coffee River Sm,Premium brewed coffee,Lower Manhattan,Coffee
25.50,10,7,10,07,Mon,morning,Spicy Eye Opener Chai Rg,Brewed Chai tea,Hell's Kitchen,Tea
76.50,30,18,30,07,Mon,morning,Spicy Eye Opener Chai Rg,Brewed Chai tea,Lower Manhattan,Tea
42.50,17,11,17,07,Mon,morning,Serenity Green Tea Rg,Brewed Green tea,Astoria,Tea
82.50,33,20,33,07,Mon,morning,Earl Grey Rg,Brewed Black tea,Lower Manhattan,Tea
59.40,27,16,27,07,Mon,morning,Brazilian Sm,Organic brewed coffee,Lower Manhattan,Coffee
59.31,18,18,18,07,Mon,morning,Hazelnut Biscotti,Biscotti,Lower Manhattan,Bakery
45.00,15,8,15,07,Mon,morning,Serenity Green Tea Lg,Brewed Green tea,Lower Manhattan,Tea
95.00,20,15,20,07,Mon,morning,Sustainably Grown Organic Lg,Hot chocolate,Hell's Kitchen,Drinking Chocolate
35.00,14,10,14,07,Mon,morning,Earl Grey Rg,Brewed Black tea,Astoria,Tea
42.00,2,2,2,07,Mon,morning,Ethiopia,Gourmet Beans,Astoria,Coffee beans
68.60,28,20,28,08,Mon,morning,Jamaican Coffee River Sm,Premium brewed coffee,Astoria,Coffee
72.00,16,11,16,08,Mon,morning,Dark chocolate Lg,Hot chocolate,Lower Manhattan,Drinking Chocolate
112.00,8,5,8,08,Mon,morning,I Need My Bean! Latte cup,Housewares,Lower Manhattan,Branded
87.00,29,21,29,08,Mon,morning,Lemon Grass Lg,Brewed herbal tea,Hell's Kitchen,Tea
63.80,29,17,29,08,Mon,morning,Ethiopia Sm,Gourmet brewed coffee,Lower Manhattan,Coffee
27.00,9,8,9,08,Mon,morning,Our Old Time Diner Blend Lg,Drip coffee,Astoria,Coffee
52.50,14,9,14,08,Mon,morning,Sustainably Grown Organic Rg,Hot chocolate,Astoria,Drinking Chocolate
21.00,6,5,6,08,Mon,morning,Chocolate Chip Biscotti,Biscotti,Astoria,Bakery
78.00,26,17,26,08,Mon,morning,Brazilian Rg,Organic brewed coffee,Lower Manhattan,Coffee
48.00,16,12,16,08,Mon,morning,English Breakfast Lg,Brewed Black tea,Astoria,Tea
